locus_tag	ftype	length_bp	gene	EC_number	COG	product
AOKDPPHH_02604	CDS	411	rsfS			Ribosomal silencing factor RsfS
AOKDPPHH_02605	CDS	666	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
AOKDPPHH_02606	CDS	540				hypothetical protein
AOKDPPHH_02607	CDS	636	lptE			LPS-assembly lipoprotein LptE
AOKDPPHH_02608	CDS	2643	leuS	6.1.1.4		Leucine--tRNA ligase
AOKDPPHH_02609	CDS	603				hypothetical protein
AOKDPPHH_02610	CDS	858	cnoX		COG3118	Chaperedoxin
AOKDPPHH_02611	CDS	888				hypothetical protein
AOKDPPHH_02612	CDS	777				hypothetical protein
AOKDPPHH_02613	CDS	1626				hypothetical protein
AOKDPPHH_02614	CDS	501				hypothetical protein
AOKDPPHH_02615	CDS	585				hypothetical protein
AOKDPPHH_02616	CDS	786				queuosine precursor transporter
AOKDPPHH_02617	CDS	1932				hypothetical protein
AOKDPPHH_02618	CDS	1071	pbpE		COG1680	Penicillin-binding protein 4*
AOKDPPHH_02619	CDS	405				hypothetical protein
AOKDPPHH_02620	CDS	444				hypothetical protein
AOKDPPHH_02621	CDS	2079	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
AOKDPPHH_02622	CDS	591				hypothetical protein
AOKDPPHH_02623	CDS	414	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
AOKDPPHH_02624	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AOKDPPHH_02625	CDS	2565	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
AOKDPPHH_02626	CDS	1305				hypothetical protein
AOKDPPHH_02627	CDS	618				hypothetical protein
AOKDPPHH_02628	CDS	672				hypothetical protein
AOKDPPHH_02629	CDS	1149				hypothetical protein
AOKDPPHH_02630	CDS	336				hypothetical protein
AOKDPPHH_02631	CDS	1362	dnaK_2		COG0443	Chaperone protein DnaK
AOKDPPHH_02632	CDS	228				hypothetical protein
AOKDPPHH_02633	CDS	183				hypothetical protein
AOKDPPHH_02634	CDS	750				hypothetical protein
AOKDPPHH_02635	CDS	540				hypothetical protein
AOKDPPHH_02636	CDS	666	sigE		COG1595	ECF RNA polymerase sigma factor SigE
AOKDPPHH_02637	CDS	180				hypothetical protein
AOKDPPHH_02638	CDS	594				hypothetical protein
AOKDPPHH_02639	CDS	267	ybiI		COG1734	putative protein YbiI
AOKDPPHH_02640	CDS	558				hypothetical protein
AOKDPPHH_02641	CDS	501	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
AOKDPPHH_02642	CDS	699				hypothetical protein
AOKDPPHH_02643	CDS	1569	clsC_1	2.7.8.-	COG1502	Cardiolipin synthase C
AOKDPPHH_02644	CDS	1083				hypothetical protein
AOKDPPHH_02645	CDS	1098	ldh	1.4.1.9		Leucine dehydrogenase
AOKDPPHH_02646	CDS	405				hypothetical protein
AOKDPPHH_02647	CDS	2427		3.4.21.-		Extracellular serine protease
AOKDPPHH_02648	CDS	1176	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
AOKDPPHH_02649	CDS	342				hypothetical protein
AOKDPPHH_02650	CDS	411				hypothetical protein
AOKDPPHH_02651	CDS	963	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
AOKDPPHH_02652	CDS	720				hypothetical protein
AOKDPPHH_02653	CDS	999				hypothetical protein
AOKDPPHH_02654	CDS	1503	lig	6.5.1.1		DNA ligase
AOKDPPHH_02655	CDS	1275	deaD_2	3.6.4.13		ATP-dependent RNA helicase DeaD
AOKDPPHH_02656	CDS	492				hypothetical protein
AOKDPPHH_02657	CDS	696				hypothetical protein
AOKDPPHH_02658	CDS	642				hypothetical protein
AOKDPPHH_02659	CDS	273				hypothetical protein
AOKDPPHH_02660	CDS	459	kmo_2	1.14.13.9		Kynurenine 3-monooxygenase
AOKDPPHH_02661	CDS	777				hypothetical protein
AOKDPPHH_02662	CDS	207	scoF		COG1278	Cold shock protein ScoF
AOKDPPHH_02663	CDS	747		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
AOKDPPHH_02664	CDS	555	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
AOKDPPHH_02665	CDS	1008	nagZ_1	3.2.1.52	COG1472	Beta-hexosaminidase
AOKDPPHH_02666	CDS	693				hypothetical protein
AOKDPPHH_02667	CDS	510		3.6.1.25	COG2954	Inorganic triphosphatase
AOKDPPHH_02668	CDS	1335	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
AOKDPPHH_02669	CDS	729	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
AOKDPPHH_02670	CDS	720	recO		COG1381	DNA repair protein RecO
AOKDPPHH_02671	CDS	105				hypothetical protein
AOKDPPHH_02672	CDS	762	era		COG1159	GTPase Era
AOKDPPHH_02673	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
AOKDPPHH_02674	CDS	384				hypothetical protein
AOKDPPHH_02675	CDS	387				hypothetical protein
AOKDPPHH_02676	CDS	411	lepB	3.4.21.89	COG0681	Signal peptidase I
AOKDPPHH_02677	CDS	1794	lepA	3.6.5.-	COG0481	Elongation factor 4
AOKDPPHH_02678	CDS	1533	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
AOKDPPHH_02679	CDS	381				hypothetical protein
AOKDPPHH_02680	CDS	621	algU		COG1595	RNA polymerase sigma-H factor
AOKDPPHH_02681	CDS	2064	fadJ_2		COG1024	Fatty acid oxidation complex subunit alpha
AOKDPPHH_02682	CDS	519				hypothetical protein
AOKDPPHH_02683	CDS	678	aqpZ		COG0580	Aquaporin Z
AOKDPPHH_02684	CDS	459				hypothetical protein
AOKDPPHH_02685	CDS	852				hypothetical protein
AOKDPPHH_02686	CDS	2082	btsT		COG1966	Pyruvate/proton symporter BtsT
AOKDPPHH_02687	CDS	225				hypothetical protein
AOKDPPHH_02688	CDS	1155				hypothetical protein
AOKDPPHH_02689	CDS	387				hypothetical protein
AOKDPPHH_02690	CDS	1185				hypothetical protein
AOKDPPHH_02691	CDS	714	mprA_2		COG0745	Response regulator MprA
AOKDPPHH_02692	CDS	1098	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
AOKDPPHH_02693	CDS	642				hypothetical protein
AOKDPPHH_02694	CDS	588				hypothetical protein
AOKDPPHH_02695	CDS	1650	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
AOKDPPHH_02696	CDS	1968				hypothetical protein
AOKDPPHH_02697	CDS	1227	bcr			Bicyclomycin resistance protein
AOKDPPHH_02698	CDS	300	gcvP_1	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
AOKDPPHH_02699	CDS	2571	gcvP_2	1.4.4.2		Glycine dehydrogenase (decarboxylating)
AOKDPPHH_02700	CDS	411				hypothetical protein
AOKDPPHH_02701	CDS	1371	gabP		COG1113	GABA permease
AOKDPPHH_02702	CDS	711	rhaS_4			HTH-type transcriptional activator RhaS
AOKDPPHH_02703	CDS	324	katE_1	1.11.1.6	COG0753	Catalase HPII
AOKDPPHH_02704	CDS	1038	katE_2	1.11.1.6		Catalase C
AOKDPPHH_02705	CDS	474	katE_3	1.11.1.6		Catalase C
AOKDPPHH_02706	CDS	447				hypothetical protein
AOKDPPHH_02707	CDS	792				hypothetical protein
AOKDPPHH_02708	CDS	2127				hypothetical protein
AOKDPPHH_02709	CDS	960				hypothetical protein
AOKDPPHH_02710	CDS	393				hypothetical protein
AOKDPPHH_02711	CDS	162				hypothetical protein
AOKDPPHH_02712	CDS	228				hypothetical protein
AOKDPPHH_02713	CDS	117				hypothetical protein
AOKDPPHH_02714	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
AOKDPPHH_02715	CDS	186				hypothetical protein
AOKDPPHH_02716	CDS	864	hflC		COG0330	Modulator of FtsH protease HflC
AOKDPPHH_02717	CDS	1134	hflK		COG0330	Modulator of FtsH protease HflK
AOKDPPHH_02718	CDS	996	acuI_1	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
AOKDPPHH_02719	CDS	372	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
AOKDPPHH_02720	CDS	885	cbpA		COG2214	Curved DNA-binding protein
AOKDPPHH_02721	CDS	483	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
AOKDPPHH_02722	CDS	576				hypothetical protein
AOKDPPHH_02723	CDS	960	pbpC		COG4953	Penicillin-binding protein 1C
AOKDPPHH_02724	CDS	699				hypothetical protein
AOKDPPHH_02725	CDS	4908	yfhM		COG2373	Alpha-2-macroglobulin
AOKDPPHH_02726	CDS	1212	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
AOKDPPHH_02727	CDS	1185	prpF	5.3.3.-	COG2828	2-methyl-aconitate isomerase
AOKDPPHH_02728	CDS	2619	acnM	4.2.1.3	COG1048	Aconitate hydratase A
AOKDPPHH_02729	CDS	1158	prpC_2	2.3.3.5	COG0372	2-methylcitrate synthase
AOKDPPHH_02730	CDS	939	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
AOKDPPHH_02731	CDS	1314	prpR_1		COG1221	Propionate catabolism operon regulatory protein
AOKDPPHH_02732	CDS	309	prpR_2		COG1221	Propionate catabolism operon regulatory protein
AOKDPPHH_02733	CDS	468		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
AOKDPPHH_02734	CDS	600	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
AOKDPPHH_02735	CDS	780				hypothetical protein
AOKDPPHH_02736	CDS	204				hypothetical protein
AOKDPPHH_02737	CDS	543	aroK	2.7.1.71	COG0703	Shikimate kinase 1
AOKDPPHH_02738	CDS	642	aroB_1	4.2.3.4	COG0337	3-dehydroquinate synthase
AOKDPPHH_02739	CDS	273	aroB_2	4.2.3.4		3-dehydroquinate synthase
AOKDPPHH_02740	CDS	240				hypothetical protein
AOKDPPHH_02741	CDS	1074	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
AOKDPPHH_02742	CDS	1410	mdtD			Putative multidrug resistance protein MdtD
AOKDPPHH_02743	CDS	351	regX3		COG0745	Sensory transduction protein regX3
AOKDPPHH_02744	CDS	2370	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
AOKDPPHH_02745	CDS	576	evgS	2.7.13.3	COG0784	Sensor protein EvgS
AOKDPPHH_02746	CDS	426				hypothetical protein
AOKDPPHH_02747	CDS	2472				hypothetical protein
AOKDPPHH_02748	CDS	645	yceI_2		COG2353	Protein YceI
AOKDPPHH_02749	CDS	573	yceJ		COG3038	Cytochrome b561 
AOKDPPHH_02750	CDS	573	yceI_3			Protein YceI
AOKDPPHH_02751	CDS	228				hypothetical protein
AOKDPPHH_02752	CDS	1383	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
AOKDPPHH_02753	CDS	996	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AOKDPPHH_02754	CDS	678				hypothetical protein
AOKDPPHH_02755	CDS	543	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
AOKDPPHH_02756	CDS	741	metB_2	2.5.1.48	COG0626	Cystathionine gamma-synthase
AOKDPPHH_02757	CDS	1032	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
AOKDPPHH_02758	CDS	885				hypothetical protein
AOKDPPHH_02759	CDS	1605	prfC_2		COG4108	Peptide chain release factor 3
AOKDPPHH_02760	CDS	717				hypothetical protein
AOKDPPHH_02761	CDS	1881				hypothetical protein
AOKDPPHH_02762	CDS	99				hypothetical protein
AOKDPPHH_02763	CDS	345				hypothetical protein
AOKDPPHH_02764	CDS	1020		2.4.-.-		putative glycosyltransferase
AOKDPPHH_02765	CDS	717	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
AOKDPPHH_02766	CDS	894	hslO		COG1281	33 kDa chaperonin
AOKDPPHH_02767	CDS	849				hypothetical protein
AOKDPPHH_02768	CDS	2838	btuB_22			Vitamin B12 transporter BtuB
AOKDPPHH_02769	CDS	393				hypothetical protein
AOKDPPHH_02770	CDS	996	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AOKDPPHH_02771	CDS	2478	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
AOKDPPHH_02772	CDS	468				hypothetical protein
AOKDPPHH_02773	CDS	351				hypothetical protein
AOKDPPHH_02774	CDS	432				hypothetical protein
AOKDPPHH_02775	CDS	900				hypothetical protein
AOKDPPHH_02776	CDS	1401	dap_3	3.4.11.19		D-aminopeptidase
AOKDPPHH_02777	CDS	501				hypothetical protein
AOKDPPHH_02778	CDS	396	gcvH		COG0509	Glycine cleavage system H protein
AOKDPPHH_02779	CDS	1038	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
AOKDPPHH_02780	CDS	435	ybbJ		COG1585	Inner membrane protein YbbJ
AOKDPPHH_02781	CDS	960	qmcA		COG0330	Protein QmcA
AOKDPPHH_02782	CDS	303				hypothetical protein
AOKDPPHH_02783	CDS	327				hypothetical protein
AOKDPPHH_02784	CDS	840	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
AOKDPPHH_02785	CDS	804	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
AOKDPPHH_02786	CDS	564	nudE_2	3.6.1.-	COG0494	ADP compounds hydrolase NudE
AOKDPPHH_02787	CDS	609	bioA_1	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
AOKDPPHH_02788	CDS	702	bioA_2	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
AOKDPPHH_02789	CDS	738	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
AOKDPPHH_02790	CDS	285				hypothetical protein
AOKDPPHH_02791	CDS	546				hypothetical protein
AOKDPPHH_02792	CDS	627				hypothetical protein
AOKDPPHH_02793	CDS	279	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
AOKDPPHH_02794	CDS	2586				hypothetical protein
AOKDPPHH_02795	CDS	3492				hypothetical protein
AOKDPPHH_02796	CDS	2037				hypothetical protein
AOKDPPHH_02797	CDS	531				hypothetical protein
AOKDPPHH_02798	CDS	363	afsQ1			Transcriptional regulatory protein AfsQ1
AOKDPPHH_02799	CDS	354	phoP_3		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
AOKDPPHH_02800	CDS	948	gshB	6.3.2.3	COG0189	Glutathione synthetase
AOKDPPHH_02801	CDS	885				hypothetical protein
AOKDPPHH_02802	CDS	714	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
AOKDPPHH_02803	CDS	267	dinG_1	3.1.-.-		3'-5' exonuclease DinG
AOKDPPHH_02804	CDS	1653	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
AOKDPPHH_02805	CDS	540				hypothetical protein
AOKDPPHH_02806	CDS	2442	mrcB		COG0744	Penicillin-binding protein 1B
AOKDPPHH_02807	CDS	945				hypothetical protein
AOKDPPHH_02808	CDS	993				hypothetical protein
AOKDPPHH_02809	CDS	1572				hypothetical protein
AOKDPPHH_02810	CDS	2157	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
AOKDPPHH_02811	CDS	537				hypothetical protein
AOKDPPHH_02812	CDS	1512				hypothetical protein
AOKDPPHH_02813	CDS	810				hypothetical protein
AOKDPPHH_02814	CDS	1707				hypothetical protein
AOKDPPHH_02815	CDS	549	dps2	1.16.-.-	COG0783	DNA protection during starvation protein 2
AOKDPPHH_02816	CDS	1659	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
AOKDPPHH_02817	CDS	159				hypothetical protein
AOKDPPHH_02818	CDS	381				hypothetical protein
AOKDPPHH_02819	CDS	1770	copA_3			Copper resistance protein A
AOKDPPHH_02820	CDS	990	copB			Copper resistance protein B
AOKDPPHH_02821	CDS	513	paiA_1	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
AOKDPPHH_02822	CDS	318				hypothetical protein
AOKDPPHH_02823	CDS	759				hypothetical protein
AOKDPPHH_02824	CDS	423				hypothetical protein
AOKDPPHH_02825	CDS	939	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
AOKDPPHH_02826	CDS	852				hypothetical protein
AOKDPPHH_02827	CDS	357				hypothetical protein
AOKDPPHH_02828	CDS	330				hypothetical protein
AOKDPPHH_02829	CDS	528				hypothetical protein
AOKDPPHH_02830	CDS	966				hypothetical protein
AOKDPPHH_02831	CDS	192				hypothetical protein
AOKDPPHH_02832	CDS	513				hypothetical protein
AOKDPPHH_02833	CDS	222				hypothetical protein
AOKDPPHH_02834	CDS	315				hypothetical protein
AOKDPPHH_02835	CDS	2580				hypothetical protein
AOKDPPHH_02836	CDS	261				hypothetical protein
AOKDPPHH_02837	CDS	651				hypothetical protein
AOKDPPHH_02838	CDS	2523				hypothetical protein
AOKDPPHH_02839	CDS	327				hypothetical protein
AOKDPPHH_02840	CDS	480				hypothetical protein
AOKDPPHH_02841	CDS	3384				hypothetical protein
AOKDPPHH_02842	CDS	402				hypothetical protein
AOKDPPHH_02843	CDS	207				hypothetical protein
AOKDPPHH_02844	CDS	756				hypothetical protein
AOKDPPHH_02845	CDS	441				hypothetical protein
AOKDPPHH_02846	CDS	327				hypothetical protein
AOKDPPHH_02847	CDS	768				hypothetical protein
AOKDPPHH_02848	CDS	300				hypothetical protein
AOKDPPHH_02849	CDS	447				hypothetical protein
AOKDPPHH_02850	CDS	870				hypothetical protein
AOKDPPHH_02851	CDS	363				hypothetical protein
AOKDPPHH_02852	CDS	297				hypothetical protein
AOKDPPHH_02853	CDS	354				hypothetical protein
AOKDPPHH_02854	CDS	2238	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
AOKDPPHH_02855	CDS	1632				hypothetical protein
AOKDPPHH_02856	CDS	222				hypothetical protein
AOKDPPHH_02857	CDS	321				hypothetical protein
AOKDPPHH_02858	CDS	1905				hypothetical protein
AOKDPPHH_02859	CDS	657				hypothetical protein
AOKDPPHH_02860	CDS	1254				hypothetical protein
AOKDPPHH_02861	CDS	1137				hypothetical protein
AOKDPPHH_02862	CDS	279				hypothetical protein
AOKDPPHH_02863	CDS	582				hypothetical protein
AOKDPPHH_02864	CDS	420				hypothetical protein
AOKDPPHH_02865	CDS	585				hypothetical protein
AOKDPPHH_02866	CDS	225				hypothetical protein
AOKDPPHH_02867	CDS	249				hypothetical protein
AOKDPPHH_02868	CDS	150				hypothetical protein
AOKDPPHH_02869	CDS	321				hypothetical protein
AOKDPPHH_02870	CDS	204				hypothetical protein
AOKDPPHH_02871	CDS	327				hypothetical protein
AOKDPPHH_02872	CDS	240				hypothetical protein
AOKDPPHH_02873	CDS	468				hypothetical protein
AOKDPPHH_02874	CDS	579				hypothetical protein
AOKDPPHH_02875	CDS	426				hypothetical protein
AOKDPPHH_02876	CDS	1365				hypothetical protein
AOKDPPHH_02877	CDS	453				hypothetical protein
AOKDPPHH_02878	CDS	588				hypothetical protein
AOKDPPHH_02879	CDS	126				hypothetical protein
AOKDPPHH_02880	CDS	147				hypothetical protein
AOKDPPHH_02881	CDS	174				hypothetical protein
AOKDPPHH_02882	CDS	216				hypothetical protein
AOKDPPHH_02883	CDS	1155				hypothetical protein
AOKDPPHH_02884	tRNA	76				tRNA-Lys(ttt)
AOKDPPHH_02885	CDS	957				hypothetical protein
AOKDPPHH_02886	CDS	666	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
AOKDPPHH_02887	CDS	780	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
AOKDPPHH_02888	CDS	300	cpoB_1		COG1729	Cell division coordinator CpoB
AOKDPPHH_02889	CDS	504	cpoB_2			Cell division coordinator CpoB
AOKDPPHH_02890	CDS	519	pal_2		COG2885	Peptidoglycan-associated lipoprotein
AOKDPPHH_02891	CDS	1296	tolB_2		COG0823	Tol-Pal system protein TolB
AOKDPPHH_02892	CDS	1032				hypothetical protein
AOKDPPHH_02893	CDS	429	exbD_3		COG0848	Biopolymer transport protein ExbD
AOKDPPHH_02894	CDS	780	tolQ_3		COG0811	Tol-Pal system protein TolQ
AOKDPPHH_02895	CDS	432	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
AOKDPPHH_02896	CDS	1041	ruvB_3	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
AOKDPPHH_02897	CDS	1824	kup			Low affinity potassium transport system protein kup
AOKDPPHH_02898	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
AOKDPPHH_02899	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
AOKDPPHH_02900	CDS	732	pmpR		COG0217	Transcriptional regulatory protein PmpR
AOKDPPHH_02901	CDS	300				hypothetical protein
AOKDPPHH_02902	CDS	207				hypothetical protein
AOKDPPHH_02903	CDS	633				hypothetical protein
AOKDPPHH_02904	CDS	522	paiA_2	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
AOKDPPHH_02905	CDS	324				hypothetical protein
AOKDPPHH_02906	CDS	1752	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
AOKDPPHH_02907	CDS	435				hypothetical protein
AOKDPPHH_02908	CDS	648				hypothetical protein
AOKDPPHH_02909	CDS	1215				hypothetical protein
AOKDPPHH_02910	CDS	912	bla	3.5.2.6		Beta-lactamase Toho-1
AOKDPPHH_02911	CDS	531	ampR_1			HTH-type transcriptional activator AmpR
AOKDPPHH_02912	CDS	360	ampR_2			HTH-type transcriptional activator AmpR
AOKDPPHH_02913	CDS	153				hypothetical protein
AOKDPPHH_02914	CDS	1866	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
AOKDPPHH_02915	CDS	189				hypothetical protein
AOKDPPHH_02916	CDS	2388	cirA_2		COG4771	Colicin I receptor
AOKDPPHH_02917	CDS	1698	ybaL		COG1226	Putative cation/proton antiporter YbaL
AOKDPPHH_02918	CDS	402	oah1	2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase 1
AOKDPPHH_02919	CDS	945	metZ	2.5.1.-		O-succinylhomoserine sulfhydrylase
AOKDPPHH_02920	CDS	2586	clpB		COG0542	Chaperone protein ClpB
AOKDPPHH_02921	CDS	474				hypothetical protein
AOKDPPHH_02922	CDS	747				hypothetical protein
AOKDPPHH_02923	CDS	438				hypothetical protein
AOKDPPHH_02924	CDS	624				hypothetical protein
AOKDPPHH_02925	CDS	1017				hypothetical protein
AOKDPPHH_02926	CDS	261				hypothetical protein
AOKDPPHH_02927	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
AOKDPPHH_02928	CDS	855				hypothetical protein
AOKDPPHH_02929	CDS	336				hypothetical protein
AOKDPPHH_02930	CDS	2433	btuB_23			Vitamin B12 transporter BtuB
AOKDPPHH_02931	CDS	759	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
AOKDPPHH_02932	CDS	1833		3.2.1.28	COG3387	Trehalase
AOKDPPHH_02933	CDS	813				hypothetical protein
AOKDPPHH_02934	CDS	630	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
AOKDPPHH_02935	CDS	1311	pal_3			Peptidoglycan-associated lipoprotein
AOKDPPHH_02936	CDS	417				hypothetical protein
AOKDPPHH_02937	CDS	525				hypothetical protein
AOKDPPHH_02938	CDS	771	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
AOKDPPHH_02939	CDS	990	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AOKDPPHH_02940	CDS	234				hypothetical protein
AOKDPPHH_02941	CDS	678	bamD		COG4105	Outer membrane protein assembly factor BamD
AOKDPPHH_02942	CDS	1635	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
AOKDPPHH_02943	CDS	876	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
AOKDPPHH_02944	CDS	1170	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
AOKDPPHH_02945	CDS	1620	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
AOKDPPHH_02946	CDS	612	atoC_1		COG2204	Regulatory protein AtoC
AOKDPPHH_02947	CDS	741	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
AOKDPPHH_02948	CDS	1728				hypothetical protein
AOKDPPHH_02949	CDS	2100	speE_1	2.5.1.16		Polyamine aminopropyltransferase
AOKDPPHH_02950	CDS	990				hypothetical protein
AOKDPPHH_02951	CDS	441	pilE1		COG4969	Fimbrial protein
AOKDPPHH_02952	CDS	1260	epsF_3		COG1459	Type II secretion system protein F
AOKDPPHH_02953	CDS	333	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
AOKDPPHH_02954	CDS	534				hypothetical protein
AOKDPPHH_02955	CDS	612	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
AOKDPPHH_02956	CDS	384				hypothetical protein
AOKDPPHH_02957	CDS	1266	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
AOKDPPHH_02958	CDS	255				hypothetical protein
AOKDPPHH_02959	CDS	468	tcrA		COG0745	Transcriptional regulatory protein TcrA
AOKDPPHH_02960	CDS	474				hypothetical protein
AOKDPPHH_02961	CDS	477				hypothetical protein
AOKDPPHH_02962	CDS	879	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
AOKDPPHH_02963	CDS	843				hypothetical protein
AOKDPPHH_02964	CDS	447				hypothetical protein
AOKDPPHH_02965	tRNA	74				tRNA-Gly(ccc)
AOKDPPHH_02966	CDS	1836	estA	3.1.1.1	COG3240	Esterase EstA
AOKDPPHH_02967	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
AOKDPPHH_02968	CDS	795	thiG	2.8.1.10	COG2022	Thiazole synthase
AOKDPPHH_02969	CDS	735	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
AOKDPPHH_02970	CDS	1848				hypothetical protein
AOKDPPHH_02971	CDS	336				hypothetical protein
AOKDPPHH_02972	CDS	282				hypothetical protein
AOKDPPHH_02973	CDS	717				hypothetical protein
AOKDPPHH_02974	CDS	405	mscL		COG1970	Large-conductance mechanosensitive channel
AOKDPPHH_02975	CDS	1422				hypothetical protein
AOKDPPHH_02976	CDS	1452	acp_1			Sodium/proton-dependent alanine carrier protein
AOKDPPHH_02977	CDS	990				hypothetical protein
AOKDPPHH_02978	CDS	837	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
AOKDPPHH_02979	CDS	1509	acp_2			Sodium/proton-dependent alanine carrier protein
AOKDPPHH_02980	CDS	585				hypothetical protein
AOKDPPHH_02981	CDS	3126	acrF_2		COG0841	Multidrug export protein AcrF
AOKDPPHH_02982	CDS	1002	mdtA_4			Multidrug resistance protein MdtA
AOKDPPHH_02983	CDS	984	cysB			HTH-type transcriptional regulator CysB
AOKDPPHH_02984	CDS	960	dcsD	2.6.99.3		O-ureido-L-serine synthase
AOKDPPHH_02985	CDS	600	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
AOKDPPHH_02986	CDS	1140				hypothetical protein
AOKDPPHH_02987	CDS	1005	fda	4.1.2.13		Fructose-bisphosphate aldolase class 1
